"BIBTEXKEY","TITLE","final_decision","exclusion_reason","manual_decision"
"al-debei_mutaz_2015","Mutaz {M}. {Al}-debei, mamoun {N}. {Akroush}, mohamed ibrahiem ashouri","exclude","doi_duplicate","unreviewed"
"fish_recommendations_2015","Recommendations for implementing sustainability in new product development for supply chain management","include","included_by_automation","unreviewed"
"shtub_introduction_2015","Introduction to industrial engineering","include","included_by_automation","unreviewed"
"helens-hart_employability_2015","Employability and empowerment: discursive constructions of career planning","include","included_by_automation","unreviewed"
"mallach_information_2015","Information systems: what every business student needs to know","include","included_by_automation","unreviewed"
"keech_anatomy_2015","The anatomy of government failure","include","included_by_automation","unreviewed"
"roberts_it_2015","It adoption within veteran service organizations and nonprofit organizations: a descriptive study","include","included_by_automation","unreviewed"
"wani_link_2015","The link between socialness us system usage to measure information system success","include","included_by_automation","unreviewed"
"karimi_clinical_2015","Clinical information systems end user satisfaction: the expectations and needs congruencies effects","include","included_by_automation","unreviewed"
"roessler_making_2015","Making informed decisions: a multi-case study of principals' hiring decisions in six high schools","include","included_by_automation","unreviewed"
"west_learning_2015","Learning analytics: assisting universities with student retention, case studies-project outcome of final report","include","included_by_automation","unreviewed"
"donaldson_downside_2015","The downside of precise public information for delegated asset management","include","included_by_automation","unreviewed"
"carbon_ncorrect_2015","Ncorrect","include","included_by_automation","unreviewed"
"shale_role_2015","Role of e-procurement strategy on the performance of state corporations in {Kenya}","include","included_by_automation","unreviewed"
"reeves_your_2015","Your strategy needs a strategy: how to choose and execute the right approach","include","included_by_automation","unreviewed"
"comrie_explaining_2015","Explaining the role of {Twitter} in the amplification and attenuation of risk during health risk events through causal loop diagrams, a comparative study of nova scotia and {Scotland}","include","included_by_automation","unreviewed"
"eck_reflective_2015","Reflective, deliberative agent-based information gathering","include","included_by_automation","unreviewed"
"liu_impacts_2015","The impacts of {IT} capability on internet-enabled supply and demand process integration, and firm performance in manufacturing and services","include","included_by_automation","unreviewed"
"yonis_capacity_2015","Capacity constraint management strategies and supply chain performance of petroleum industry in {Kenya}","include","included_by_automation","unreviewed"
"yang_performance_2015","Performance and strategy comparisons of human listeners and logistic regression in discriminating underwater targets","include","included_by_automation","unreviewed"
"schmid_ambulatory_2015","Ambulatory preventive care: outpatient clinics and primary care","include","included_by_automation","unreviewed"
"andrianopoulos_towards_2015","Towards a consumer-oriented supply chain","include","included_by_automation","unreviewed"
"abidi_bibliography_2015","Bibliography (note this has only partial coverage of book chapters)","exclude","curator_marked_bin","exclude"
"gars_confidence_2015","Confidence and information usage: evidence from soil testing in {India}","include","included_by_automation","unreviewed"
"vasilica_impact_2015","Impact of using social media to increase patient information provision, networking and communication","include","included_by_automation","unreviewed"
"mutisya_technology_2015","Technology as a competitive advantage in supermarket operations in {Nairobi} county","include","included_by_automation","unreviewed"
"spector-bagdady_reconceptualizing_2015","Reconceptualizing consent for direct-to-consumer health services","include","included_by_automation","unreviewed"
"brinkmann_strategic_2015","Strategic capability through business intelligence applications","include","included_by_automation","unreviewed"
"chen_character_2015","The character, causes and consequences of {IS} strategic misalignment in a chinese state owned enterprise","include","included_by_automation","unreviewed"
"liu_can_2015","Can voluntary nutrition labeling lead to a healthier food market?","include","included_by_automation","unreviewed"
"pourkeyvan_studing_2015","Studing pmis impact on project success in engineeing document","include","included_by_automation","unreviewed"
"dissanayake_involvement_2015","Involvement in online crowdsourcing communities","include","included_by_automation","unreviewed"
"lehmhus_cloud-based_2015","Cloud-based automated design and additive manufacturing: a usage data-enabled paradigm shift","include","included_by_automation","unreviewed"
"chattalas_national_2015","National stereotype effects on consumer expectations and purchase likelihood: competent versus warm countries of origin","include","included_by_automation","unreviewed"
"mburu_assessment_2015","An assessment of effect of risk identification management strategy on supply chain performance in manufacturing companies in {Kenya}","exclude","title_duplicate","unreviewed"
"lamb_for_nodate","for technology transfer: a usability field study","include","included_by_automation","unreviewed"
"kim_evaluating_2015","Evaluating effects of mobile {CRM} on employees’ performance","include","included_by_automation","unreviewed"
"shelby_privileged_2015","Privileged access to financial innovation","include","included_by_automation","unreviewed"
"ferreira_empirical_2015","An empirical risk analysis of the brazilian shipbuilding industry","include","included_by_automation","unreviewed"
"campos_dimensions_2015","Dimensions of business resilience in the context of post-disaster recovery in davao city, philippines","include","included_by_automation","unreviewed"
"north_effective_2015","Effective company disclosure in the digital age","include","included_by_automation","unreviewed"
"huckvale_quality_2015","The quality and safety of apps for asthma and diabetes","include","included_by_automation","unreviewed"
"maynard_economic_2015","An economic analysis of precision viticulture, fruit, and pre-release wine pricing across three western australian cabernet sauvignon vineyards","include","included_by_automation","unreviewed"
"bartke_economic_2015","The economic role of valuers in real property markets","include","included_by_automation","unreviewed"
"rush_show_2015","Show me the green: three essays on information systems value and environmental performance in global organizations","include","included_by_automation","unreviewed"
"nikitkov_eluding_2015","Eluding the lemons: buyer mindfulness and seller deception in online auctions","include","included_by_automation","unreviewed"
"tanner_resilience_2015","Resilience scan{\textbar} april-june 2015","include","included_by_automation","unreviewed"
"jones_fifra_nodate","{FIFRA} scientific advisory panel members stephen klaine kenneth delclos marion ehrich david a. {Jett}","include","included_by_automation","unreviewed"
"jaeger_nofoma_2015","{NOFOMA} 2015: post conference proceedings, molde, 3-5 june 2015, nordic logistics research network","include","included_by_automation","unreviewed"
"eybers_exploring_2015","Exploring the value of business intelligence using a second generation balanced scorecard approach","include","included_by_automation","unreviewed"
"see_building_2015","Building a hybrid land cover map with crowdsourcing and geographically weighted regression","include","included_by_automation","unreviewed"
"carayannis_culture_2015","The culture of information and the information of culture","include","included_by_automation","unreviewed"
"hollensen_marketing_2015","Marketing: a relationship perspective","include","included_by_automation","unreviewed"
"claxton_translating_2015","Translating mortality effects into life-years and quality-adjusted life-years","include","included_by_automation","unreviewed"
"johnson_role_2015","The role of dignity in rural natural resource governance","include","included_by_automation","unreviewed"
"sigwejo_evaluating_2015","Evaluating e-government services: a citizen-centric framework","include","included_by_automation","unreviewed"
"bass_what_2015","To what extent does higher education teaching support the development of undergraduate business students’ values?","include","included_by_automation","unreviewed"
"sze_role_2015","The role of lexical variables in the visual recognition of chinese characters: a megastudy analysis","include","included_by_automation","unreviewed"
"relan_health_2015","Health monitoring of gas turbine engines: framework design and strategies","include","included_by_automation","unreviewed"
"khan_design_2015","Design \& analysis of clinical trials for economic evaluation \& reimbursement: an applied approach using {SAS} \& {STATA}","include","included_by_automation","unreviewed"
"aloini_key_2015","Key antecedents and practices for supply chain management adoption in project contexts","include","included_by_automation","unreviewed"
"hooper_triform_2015","{TRIFoRM} final report: {TRust} in {IT}: factors, {metRics}, models","include","included_by_automation","unreviewed"
"strickland_data_2015","Data science and analytics for ordinary people","include","included_by_automation","unreviewed"
"wang_ranking_2015","A ranking method for sensor services based on estimation of service access cost","include","included_by_automation","unreviewed"
"wong_newcastle_2015","Newcastle graduate school of business","include","included_by_automation","unreviewed"
"painter_cascading_2015","Cascading effects of fuel network interdiction","include","included_by_automation","unreviewed"
"sites_medicine_2015","Medicine is not a steak","include","included_by_automation","unreviewed"
"moodley_training_2015","A training programme to facilitate parents' orientation to and definition of problems experienced in parenting young children with moderate to severe communication disabilities","include","included_by_automation","unreviewed"
"zhao_essays_2015","Essays on socially responsible operations with a focus on agricultural and health care industries","include","included_by_automation","unreviewed"
"mcneill_social_2015","Social capital and channel members and risk reduction","include","included_by_automation","unreviewed"
"__2015","ارائة الگوریتم مبتنی بر ریسک برای انتخاب گزینة برتر بازیافت پساب","exclude","curator_marked_bin","exclude"
"sillanpaa_developing_2015","Developing the elements of information integration in the real estate and user services","include","included_by_automation","unreviewed"
"hunsinger_torture_2008","Torture is a moral issue: christians, jews, muslims, and people of conscience speak out","include","included_by_automation","unreviewed"
"singh_individual_2008","Individual and organizational consequences and threats of utilizing wireless technology in a work setting","include","included_by_automation","unreviewed"
"mchugh_detailed_2008","Detailed field investigation of vapor intrusion processes","include","included_by_automation","unreviewed"
"khosrojerdi_risk_2008","The risk perceptions of strategic decisions and the project life cycle: an application of the even study method to the oil and gas industry","include","included_by_automation","unreviewed"
"boeck_rfid_2008","{RFID} and buyer-seller relationships in the retail supply chain","include","included_by_automation","unreviewed"
"martini_good_2007","Good practice for delivering flood related information to the general public","include","included_by_automation","unreviewed"
"baca_dimensions_2007","Dimensions of service quality of the university of arizona sponsored projects services office internal customers","include","included_by_automation","unreviewed"
"kearns_review_2008","A review of the teenage health initiative ({THI}) in the former","include","included_by_automation","unreviewed"
"bryant_developing_2007","Developing a framwork for evaluating organizational information assurance metrics programs","include","included_by_automation","unreviewed"
"forbes_investigating_2007","Investigating the contexts in which in-vehicle navigation system users have received and followed inaccurate route guidance instructions","include","included_by_automation","unreviewed"
"novak_berek_2007","Berek \& novak's gynecology","include","included_by_automation","unreviewed"
"gutata_information_2008","Information sharing and utilization among farmers: the case of maize package in mettu woreda, oromiya region","include","included_by_automation","unreviewed"
"risch_why_2007","Why do we have trade secrets","include","included_by_automation","unreviewed"
"saviak_investigation_2007","An investigation into the predictors of adoption and utilization of information-sharing networks by local law enforcement in three states","include","included_by_automation","unreviewed"
"kearns_review_2008-1","A review of the teenage health initiative ({THI}) in the former western health board","include","included_by_automation","unreviewed"
"pozner_exploration_2007","An exploration of the social mechanisms driving the consequences of earnings restatements for organizational elites","include","included_by_automation","unreviewed"
"trakulpua_effect_2007","Effect of demand fluctuation on distribution operations at ambient distribution center of central food retail {Co}., ltd (tops supermarket)","include","included_by_automation","unreviewed"
"ali_interactive_2008","Interactive e-government","include","included_by_automation","unreviewed"
"mccleskey_underlying_2007","Underlying reasons for success and failure of terrorist attacks: selected case studies","include","included_by_automation","unreviewed"
"sezen_relative_2008","Relative effects of design, integration and information sharing on supply chain performance","include","included_by_automation","unreviewed"
"wallace_etsu_2007","{ETSU} medical residents' clinical information behaviors, skills, training, and resource use","include","included_by_automation","unreviewed"
"disney_strohhecker_2008","Strohhecker (née hong-minh)","include","included_by_automation","unreviewed"
"fischer_computerized_2008","Computerized training in critical thinking ({CT}) 2: a skill-based program for army personnel","include","included_by_automation","unreviewed"
"abresch_integrating_2008","Integrating geographic information systems into library services: a guide for academic libraries: a guide for academic libraries","include","included_by_automation","unreviewed"
"convertino_flying_2007","Flying and fighting in cyberspace","include","included_by_automation","unreviewed"
"ahlqvist_nordic_2007","Nordic {ICT} foresight","include","included_by_automation","unreviewed"
"paolini_investor_2008","Investor relations and corporate reporting: an empirical analysis of 10-{DAX} companies","include","included_by_automation","unreviewed"
"rice_rice_nodate","Rice, {RE} (2008). {Unusual} routines: organizational (non) sensemaking. {Journal} of communication, 58 (1), 1-19","include","included_by_automation","unreviewed"
"izzo_it_2008","{IT} investments and firm performance: an analytic and empirical investigation","exclude","title_duplicate","unreviewed"
"maksymowicz_evaluation_2008","Evaluation of load capacity of concrete railway slab spans with defects","include","included_by_automation","unreviewed"
"clift_people_2015","People with dementia in the driving seat: using a participatory approach to research in the development of a driver screening tool","include","included_by_automation","unreviewed"
"green_housing_2015","The housing options of older people in doncaster","include","included_by_automation","unreviewed"
"christiaens_financial_nodate","Financial health affecting the timeliness of non-profit organisations’ reporting","include","included_by_automation","unreviewed"
"briscoe_beyond_2015","Beyond {BIM}: architecture information modeling","include","included_by_automation","unreviewed"
"pilgrim_competencies_2015","Competencies in the training of resource teachers learning and behaviour: an evaluation","include","included_by_automation","unreviewed"
"kos_selling_2015","Selling to the mean","include","included_by_automation","unreviewed"
"blundell_descriptive_2015","A descriptive phenomenological investigation of the academic information search process experience of remedial undergraduate students","include","included_by_automation","unreviewed"
"rader_misjudging_2015","Misjudging our influence on others: blind spots in perceptions of peer use of advice","include","included_by_automation","unreviewed"
"barata_information_2015","Information systems and quality management systems: researching lifecycle synergies","include","included_by_automation","unreviewed"
"popp_commercialised_2015","Commercialised history: popular history magazines in {Europe}","include","included_by_automation","unreviewed"
"loke_evaluation_2008","An evaluation of the value of security in the international marine supply chain","include","included_by_automation","unreviewed"
"badenhorst-weiss_business_2008","Business management: a contemporary approach","include","included_by_automation","unreviewed"
"kimes_consumers_2008","A consumer's view of restaurant reservations policies","include","included_by_automation","unreviewed"
"remenyi_effective_2007","The effective measurement and management of {ICT} costs and benefits","include","included_by_automation","unreviewed"
"pieniak_information_2008","Information and health-related beliefs as determinants of fish consumption","include","included_by_automation","unreviewed"
"clarke_understanding_2007","Understanding influenza vaccine behavior in healthcare workers: the role of information seeking and processing","include","included_by_automation","unreviewed"
"kang_action_2008","An action research derived piezoelectric approach for information risk management","include","included_by_automation","unreviewed"
"hazlett_dynamics_2008","Some dynamics of high-tech merger analysis in general and with respect to {XM}–sirius","include","included_by_automation","unreviewed"
"tunstall_new_2007","New rules for governance","include","included_by_automation","unreviewed"
"pagnattaro_between_2007","Between a rock and a hard place: the conflict between {US} corporate codes of conduct and european privacy and work laws","include","included_by_automation","unreviewed"
"minzner_putting_2008","Putting probability back into probable cause","include","included_by_automation","unreviewed"
"epstein_faculty_2007","Faculty of humanities and social sciences department of communication","include","included_by_automation","unreviewed"
"antonelli_diverging_nodate","Diverging incentives and evolutionary dynamics within supply-chain'","include","included_by_automation","unreviewed"
"hickford_green_2007","Green logistics","include","included_by_automation","unreviewed"
"brown_can_nodate","Can global reporting initiative become a global institution?(part {I}: the rise of the {GRI} as a case of institutional entrepreneurship)","include","included_by_automation","unreviewed"
"van_rooij_open_2007","Open source software in higher education: freedom at what price?","include","included_by_automation","unreviewed"
"al-kalbani_quality_2008","Quality of annual corporate reports in an emerging economy: the case of {Oman}","include","included_by_automation","unreviewed"
"van_de_kar_designing_2008","Designing mobile service systems-revised second edition","include","included_by_automation","unreviewed"
"sedoglavich_absorptive_2008","Absorptive capacity and internationalization of {New} {Zealand} high-tech {SMEs} in the agro-technology sector","include","included_by_automation","unreviewed"
"swift_modeling_2007","Modeling network traffic on a global network-centric system with artificial neural networks","include","included_by_automation","unreviewed"
"matsheke_influence_2015","The influence of entrepreneurial-related programmes on student intentions to venture into new business creation","include","included_by_automation","unreviewed"
"mehrmand_information_2015","Information integration in intermodal freight transportation: dyad multiple case study","include","included_by_automation","unreviewed"
"stein_chief_nodate","Chief investigator","include","included_by_automation","unreviewed"
"harjula_implications_2015","Implications of the new european union nonfinancial reporting directive","include","included_by_automation","unreviewed"
"charlebois_perceived_2015","The perceived value of dairy product traceability in modern society: an exploratory study","include","included_by_automation","unreviewed"
"parjanne_business_2015","Business models of mobile identity service issuers {In} {Finland} and {Iceland}","include","included_by_automation","unreviewed"
"onojeharho_knowledge_2015","Knowledge technologies process and cultures: improving information and knowledge sharing at the amateur swimming association ({ASA})","include","included_by_automation","unreviewed"
"mann_internet_2015","The internet and business process outsourcing in east {Africa}: value chains and networks of connectivity-based enterprises in {Kenya} and {Rwanda}","include","included_by_automation","unreviewed"
"berkman_action_2015","Action design research-{GBM}-{OA} to fill the gaps in {MSB} method support","include","included_by_automation","unreviewed"
"erickson_counting_2015","Counting on the knowledge of others: rational dependence in the mathematics classroom","include","included_by_automation","unreviewed"
"korpivaara_financial_2015","Financial data in internal communication","include","included_by_automation","unreviewed"
"humberstone_managing_2015","Managing for organisational self-reliance and social impact in indian microfinance: alternatives to the mainstream","include","included_by_automation","unreviewed"
"pirner_approaching_2015","Approaching the definite","include","included_by_automation","unreviewed"
"irz_research_2015","Research in food economics: past trends and new challenges","include","included_by_automation","unreviewed"
"srem-sai_assessment_2015","An assessment of random practice and blocked practice approaches in skills acquisition, retention and transfer in teaching basketball skills to beginners in senior high schools","include","included_by_automation","unreviewed"
"mclean_influence_2015","The influence of organisational variables on knowledge management in new product development","include","included_by_automation","unreviewed"
"kylstra_design_2015","The design of a standardized information acquirement method to support sales conversations","include","included_by_automation","unreviewed"
"olson_impact_2015","The impact of knowledge artifact quality towards sustaining communities of practice groups","include","included_by_automation","unreviewed"
"aarnoutse_effectiveness_2015","The effectiveness of clinical pathway management","include","included_by_automation","unreviewed"
"arnaout_diffusion_2015","Diffusion of technology in small to medium service providers in {Saudi} {Arabia}","include","included_by_automation","unreviewed"
"liu_market-based_2015","Market-based organizational learning in management consultancy-a case study of five small-sized management consulting companies in {Norway}","include","included_by_automation","unreviewed"
"waqa-sakiti_taxonomy_2015","Taxonomy, host-selection, biogeography and species distribution modeling of the fijian long-horned beetles (coleptera: cerambyciddae)","include","included_by_automation","unreviewed"
"huynh_communicating_2015","Communicating university brand via social media: case: communicating lahti university of applied sciences brand to international students using social media","include","included_by_automation","unreviewed"
"oluoch_effect_2015","Effect of accruals’quality on cost of capital of public companies in {Kenya}","include","included_by_automation","unreviewed"
"skoldunger_dementia_2015","Dementia and use of drugs: economic modelling and population-based studies","include","included_by_automation","unreviewed"
"chang_new_2015","New technology, new information privacy: social-value-oriented information privacy theory","include","included_by_automation","unreviewed"
"oduor-noah_performance_2015","Performance information utilisation in the city of {Cape} {Town} metro municipality","include","included_by_automation","unreviewed"
"peursum_building_2015","The building blocks for a cyber security strategy","include","included_by_automation","unreviewed"
"raftery_clinical_2015","Clinical trial metadata: defining and extracting metadata on the design, conduct, results and costs of 125 randomised clinical trials funded by the national institute for health research health technology assessment programme","include","included_by_automation","unreviewed"
"buyuktur_issues_2015","Issues and opportunities in transitions from speciality care: a field study of bone marrow transplant","include","included_by_automation","unreviewed"
"tapiola_futures_2015","{FUTURES} {OF} {FINNISH} {FOOD} {SYSTEM} {BY} 2050. {The} perspective of resilience","include","included_by_automation","unreviewed"
"chavez_willingness_2015","Willingness to pay for strawberries: effect of number of choices using nonhypothetical valuation procedures","include","included_by_automation","unreviewed"
"lu_study_2015","A study to examine the importance of forecast accuracy to supply chain performance, the ocntributing factors and the improvement enablers in practice: a thesis presented in partial fulfilment of the requirements for the degree of master of logistics and supply chain management at massey university, albany, new zealand","include","included_by_automation","unreviewed"
"annala_households_2015","Households’ willingness to engage in demand response in the finnish retail electricity market: an empirical study","include","included_by_automation","unreviewed"
"fang_success_2015","Success factors affecting {E}-business: case taobao","include","included_by_automation","unreviewed"
"hertel_risk_2015","Risk and return management for the digital economy","include","included_by_automation","unreviewed"
"al-taie_past_2015","A past to present journey: a critical analysis of the chief information officer role","include","included_by_automation","unreviewed"
"rodriguez-escobar_role_2015","The role of information technology in purchasing function","include","included_by_automation","unreviewed"
"chakanyuka_analysis_2015","Analysis of the relationship between business cycles and bank credit extenstion: evidence from {South} {Africa}","include","included_by_automation","unreviewed"
"washburn_executive_2015","Executive information seeking and the corporate library","include","included_by_automation","unreviewed"
"turner_mixed_2008","A mixed methods study of information security technology adoption in banking organizations","include","included_by_automation","unreviewed"
"aral_it_2007","{IT} assets, organizational capabilities, and firm performance: how resource allocations and organizational differences explain performance variation","include","included_by_automation","unreviewed"
"whitaker_how_2007","How {EHS} managers can influence environmental excellence within their organization","include","included_by_automation","unreviewed"
"law_travel_2008","Travel website uses and cultural influence: a comparison between american and chinese travelers","include","included_by_automation","unreviewed"
"bradford_beyond_2007","Beyond good and evil: toward a solution of the conflict between corporate profits and human rights","include","included_by_automation","unreviewed"
"akpan_strategic_2007","Strategic alignment: the business imperative for leading organizations","include","included_by_automation","unreviewed"
"schneider_jr_defense_2007","Defense science board 2006 summer study on information management for net-centric operations. {Volume} 1: main report","include","included_by_automation","unreviewed"
"farrow_offenders_2007","Offenders in focus: risk, responsivity and diversity","include","included_by_automation","unreviewed"
"schwarze_drivers_2007","Drivers and barriers to management accounting change","include","included_by_automation","unreviewed"
"abdel_razek_market_2007","Market timing: testing market timing ability in the egyptian stock market","include","included_by_automation","unreviewed"
"cumbie_role_2008","The role of information technology in effective recovery and aiding sustainability of coastal regions after a disaster","include","included_by_automation","unreviewed"
"gervais_protection_2007","The protection of databases","include","included_by_automation","unreviewed"
"mansourian_search_2007","Search persistence and failure on the web: a “bounded rationality” and “satisficing” analysis","include","included_by_automation","unreviewed"
"hebalkar_re-architecting_2007","Re-architecting the failure analysis supply chain","include","included_by_automation","unreviewed"
"stahl_current_2007","Current and future state of {ICT} deployment and utilization in healthcare","include","included_by_automation","unreviewed"
"vajjhala_rising_2007","Rising to the challenge: integrating social science into {NSF} environmental observatories","include","included_by_automation","unreviewed"
"riungu_communication_2007","Communication and information management in partnership development: the case of {KwaZulu}-natal agricultural development forum","include","included_by_automation","unreviewed"
"steckman_market-based_2008","Market-based prediction models as an aid to litigation strategy and settlement negotiations","include","included_by_automation","unreviewed"
"shivani_just_2008","Just how new is the terror paradigm?","include","included_by_automation","unreviewed"
"brooijmans_how_2008","How to measure the added value of geographic information in disaster management","include","included_by_automation","unreviewed"
"elezaj_career_2015","Career development center reformation: enhancing the employability of {UP} students","include","included_by_automation","unreviewed"
"williams_consolidation_2015","Consolidation of the error producing conditions used in the human error assessment and reduction technique ({HEART})","include","included_by_automation","unreviewed"
"los_marcos_regulatorios_regulatory_2015","Regulatory and reimbursement frameworks of medicines: a study of the differences across jurisdictions","exclude","title_duplicate","unreviewed"
"halme_requisites_2015","Requisites for a successful implementation of an automated inventory replenishment system","include","included_by_automation","unreviewed"
"lin_smart_2015","Smart parking: network, infrastructure and urban service","include","included_by_automation","unreviewed"
"__2015-1","[國科會專題研究計畫] 以回復力觀點評估我國低溫物流產業於全球冷鏈布局之最佳策略","exclude","curator_marked_bin","exclude"
"mabaso_impact_2015","The impact of information overload on employees at vodacom {uMhlanga} regional office","include","included_by_automation","unreviewed"
"caudill_laboratory_2015","Laboratory life and the economics of science in law","include","included_by_automation","unreviewed"
"boue_public_2015","Public health risk-benefit assessment associated with food consumption-a review","include","included_by_automation","unreviewed"
"sanderson_encouraging_2015","Encouraging inter-regulator data sharing: the perceptions of regulators","include","included_by_automation","unreviewed"
"gou_improving_2015","Improving wang–mendel method performance in fuzzy rules generation using the fuzzy {C}-means clustering algorithm","include","included_by_automation","unreviewed"
"miah_economic_2015","The economic institutions of corporate governance: a comparative study between bank-based and market-based systems","include","included_by_automation","unreviewed"
"sherer_merger_2015","Merger and acquisition due diligence: a proposed framework to incorporate data privacy, information security, e-discovery, and information governance into due diligence practices","include","included_by_automation","unreviewed"
"ayata_empirical_2015","An empirical investigation of perceived benefits and challenges of global cargo real-time visibility technologies","include","included_by_automation","unreviewed"
"hettiarachchi_risk_2015","Risk assessment and mitigation within a tsunami forecasting and early warning framework: case study port city of galle","include","included_by_automation","unreviewed"
"schaarschmidt_how_2015","How do firms influence open source software communities? {A} framework and empirical analysis of different governance modes","include","included_by_automation","unreviewed"
"zec_cyber_2015","Cyber security measures in {SME}’s: a study of {IT} professionals’ organizational cyber security awareness","include","included_by_automation","unreviewed"
"jackson_fostering_2015","Fostering innovation in community and institutional corrections: identifying high-priority technology and other needs for the {US} corrections sector","include","included_by_automation","unreviewed"
"mosala-bryant_knowledge_2015","Knowledge sharing in public service: a case study of the {KwaZulu}-natal provincial human resource development forum","include","included_by_automation","unreviewed"
"lewis_identifying_2015","Identifying key determinants of service provider effectiveness and the impact it has on outsourced security success","include","included_by_automation","unreviewed"
"stevanovic_multi-criteria_2015","Multi-criteria optimization of traffic signals: mobility, safety, and environment","include","included_by_automation","unreviewed"
"analytics_school_nodate","School of business administration","exclude","curator_marked_bin","exclude"
"fu_value_2015","The value of integrated information systems for {US} general hospitals","include","included_by_automation","unreviewed"
"harviainen_seek_2015","Seek, share, or withhold: information trading in {MMORPGs}","include","included_by_automation","unreviewed"
"ziade_relationship_2015","Relationship of cultural understanding and business success in the middle east and north {Africa}: a mixed methods study","include","included_by_automation","unreviewed"
"rodriguez_opportunities_2015","Opportunities for greater scope and new methods","exclude","non_scientific","unreviewed"
"hossein_momeni_factors_2015","Factors influencing the adoption of internet apparel shopping","include","included_by_automation","unreviewed"
"kaplow_information_2015","Information and the aim of adjudication: truth or consequences","include","included_by_automation","unreviewed"
"wong_collaborative_2015","Collaborative environmental management","include","included_by_automation","unreviewed"
"suter_genomic_2015","Genomic medicine-new norms regarding genetic information","include","included_by_automation","unreviewed"
"thailands_sleconomics_nodate","{slEconomics} regulatory insights","include","included_by_automation","unreviewed"
"totowa_exploring_2015","Exploring the correlation between selected performance measurement tools for individual investors in {South} {Africa}","include","included_by_automation","unreviewed"
"sofroniou_information_2015","Information technology and management","include","included_by_automation","unreviewed"
"mbele_corporate_2015","Corporate governance in state-owned enterprises","include","included_by_automation","unreviewed"
"delmonteil_analysis_2015","Analysis of space-based technologies deployment in emergency operations management: a case study of the post-2010 haiti earthquake response","include","included_by_automation","unreviewed"
"valimaa_strategic_2015","Strategic demand management in diagnostic electroneuromyography testing: analysis of factors influencing effectiveness of tests","include","included_by_automation","unreviewed"
"chetty_teachers_2015","Teachers' understanding and experiences of the gauteng primary schools literacy and mathematics strategy","include","included_by_automation","unreviewed"
"reif_plan_2015","A plan for action on climate change","include","included_by_automation","unreviewed"
"dalrymple_re-envisioning_2015","Re-envisioning the health information-seeking conversation: insights from a community center","include","included_by_automation","unreviewed"
"fernandez-solis_general_2015","General contractor's project of projects–a meta-project: understanding the new paradigm and its implications through the lens of entropy","include","included_by_automation","unreviewed"
"rosselli_cost-effectiveness_2015","Cost-effectiveness of statins for the treatment of dyslipidemia in {Colombia}","exclude","doi_duplicate","unreviewed"
"naidu_role_2015","The role of the customer management system at an automotive retail multifranchise operation in {KZN}","include","included_by_automation","unreviewed"
"walker_big_2015","From big data to big profits: success with data and analytics","include","included_by_automation","unreviewed"
"jennings_hazardous_nodate","Hazardous liquid pipelines","include","included_by_automation","unreviewed"
"rosado_murillo_transnationality_2015","Transnationality, morality, and politics of computing expertise","include","included_by_automation","unreviewed"
"bolsinger_value-based_nodate","Value-based and automated process design","include","included_by_automation","unreviewed"
"getkate_method_2015","A method for information waste identification: designed and tested at company {X}","include","included_by_automation","unreviewed"
"torres_protecting_2015","Protecting the maritime domain through interorganizational information sharing","include","included_by_automation","unreviewed"
"chung_competitive_2015","Competitive impacts of {IT} innovation: an empirical analysis of software patents in the {IT} industry","include","included_by_automation","unreviewed"
"homayouni_aligning_2015","Aligning contractual, technological, and organizational elements to achieve higher performance buildings: a qualitative comparative analysis approach","include","included_by_automation","unreviewed"
"brambilla_digital_2015","Digital curation in the italian context: new roles and professions for digital librarians","include","included_by_automation","unreviewed"
"no_factors_2015","Factors affecting internet and broadband penetration in south african ordinary schools","include","included_by_automation","unreviewed"
"bagheri_mediating_2015","The mediating role of supply chain integration and agility on {SMEs} performance","include","included_by_automation","unreviewed"
"council_preparing_2015","Preparing the workforce for digital curation","include","included_by_automation","unreviewed"
"boot_commercial_2015","Commercial banking and shadow banking","include","included_by_automation","unreviewed"
"heart_ofir_nodate","Ofir ben-assuli tomer geva","include","included_by_automation","unreviewed"
"taft_emerging_2015","The emerging interdependence of the electric power grid \& information and communication technology","include","included_by_automation","unreviewed"
"nicoll_web-oriented_2015","A web-oriented framework for the development and deployment of academic facing administrative tools and services","include","included_by_automation","unreviewed"
"schaffer_enterprise_nodate","Enterprise social network: capabilities, key enablers and obstacles","include","included_by_automation","unreviewed"
"soriano_examination_2015","An examination of how nurse managers access information for nurse-sensitive quality measures","include","included_by_automation","unreviewed"
"schaeffer_enterprise_2015","Enterprise social network: capabilities, key enablers and obstacles-call for changes within the digital age","include","included_by_automation","unreviewed"
"suya_evaluation_2015","Evaluation of the impact of {E}-business in supply chain management:“a case of the retail sector in {Malawi}”","include","included_by_automation","unreviewed"
"fang_three_2015","Three essays on innovation: optimal licensing strategies, new variety adoption, and consumer preference in a peer network","include","included_by_automation","unreviewed"
"allsopp_people_2015","People, the cape floristic region, and sustainability","include","included_by_automation","unreviewed"
"knox_constructing_2015","Constructing an ‘information strategy’in higher education: perceptions, structure and action","include","included_by_automation","unreviewed"
"spitters_developing_2015","Developing a framework for improving older adults' technology acceptance within a case example of elderly support: using theory and human centred design for designing the introduction of the {VictoryaHome} system","include","included_by_automation","unreviewed"
